date,mean_temp_nationwide,min_temp_nationwide,max_temp_nationwide,mean_precipitation_mm_nationwide,min_precipitation_mm_nationwide,max_precipitation_mm_nationwide,mean_sun_hours_nationwide,min_sun_hours_nationwide,max_sun_hours_nationwide
2025-02-21,8.06,3.4,12.7,0.05,0,0.5,4.716666666666667,1.6,9.3
2025-02-24,8.67,5.2,11,1.44,0,4.8,2.933333333333333,0,8.7
2025-02-25,8.75,7.7,10,2.5,0,5.6,2.8,1.1,5.4
2025-02-26,6.18,4.6,7.8,3.08,0,10.1,1.15,0,2.7
2025-02-27,4.96,2,7,2.12,0.3,5,2.65,0.8,5.2
2025-02-28,3.57,1.5,4.3,1.68,0,6,1.0833333333333333,0,4.1
2025-03-03,3.86,1.8,6.7,0,0,0,9.333333333333334,5.1,10.9
2025-03-04,4.53,3.1,6.4,0,0,0,9.033333333333333,7.3,10.4
2025-03-05,6.79,5,8.9,0,0,0,10.283333333333333,9.6,11
2025-03-06,8.45,6.2,11.5,0,0,0,10.366666666666667,9.7,10.9
2025-03-07,9.3,6.5,12.2,0,0,0,10.4,10.2,10.7
2025-03-10,7.7,1.9,11.4,0.13999999999999999,0,1.4,6.833333333333333,1.8,10.1
2025-03-11,6.08,2.2,9.4,0.72,0,4.5,2.533333333333333,0,9.8
2025-03-12,4.96,3.4,6.9,1.53,0,5.7,1.1833333333333333,0,3.1
2025-03-13,3.57,1.2,5,1.71,0,10.2,1.5,0,3.6
2025-03-14,3.4899999999999998,1.3,5.5,0.65,0,4.4,0.9166666666666666,0,3.4
2025-03-17,3.3,1.1,5.9,0.02,0,0.2,8.166666666666666,4.5,10.9
2025-03-18,3.0300000000000002,1.5,5,0,0,0,11.316666666666666,11,11.8
2025-03-19,6.25,5,9.7,0,0,0,11.433333333333334,11.2,11.9
2025-03-20,9.48,8.2,12.1,0,0,0,10.733333333333334,9.9,11.7
2025-03-21,12.24,10.4,15.5,0,0,0,10.833333333333334,9.9,11.4
2025-03-24,10.129999999999999,8.6,12.6,1.97,0,10.4,3.533333333333333,0.7,8.1
2025-03-25,9.2,7.5,11.7,0.8200000000000001,0,3,3.1333333333333333,0.6,5.1
2025-03-27,7.25,5.3,9.9,0.06,0,0.6,6.516666666666667,0,11.7
2025-03-28,8.77,7.2,10.8,0.35,0,3.4,10.333333333333334,7.4,11.9
2025-03-31,7.63,6,9.8,0.6,0,3.6,3.8166666666666664,0,10.2
2025-04-01,7.66,6.2,8.8,0.01,0,0.1,7.883333333333333,1,11.7
2025-04-02,10.27,7.7,12.2,0,0,0,11.116666666666667,9,12.3
2025-04-03,12.56,10.8,15.4,0,0,0,12.333333333333332,12.1,12.6
2025-04-04,13.26,11.5,15.3,0,0,0,12.483333333333334,12.3,12.8
2025-04-07,6.2700000000000005,4.3,8.4,0,0,0,10.4,0,12.9
2025-04-08,8.14,6.1,9.9,0,0,0,10.766666666666666,7.8,12.7
2025-04-09,8.5,6.1,11.6,0,0,0,5.3,0.2,12.2
2025-04-10,8.629999999999999,7.2,9.6,0,0,0,7.716666666666667,4.3,10.9
2025-04-11,10.47,9.1,12.1,0,0,0,9.15,2.4,12.8
2025-04-14,13.95,11.9,15.7,0.060000000000000005,0,0.4,7.816666666666666,6,9.7
2025-04-15,15.4,13.5,17.4,1.06,0,5.2,7.316666666666666,2.1,9.7
2025-04-16,15.24,10.7,19.1,0.74,0,4.1,6.983333333333333,0,12.3
2025-04-17,11.879999999999999,8.4,19.6,3.41,0,9,3.0666666666666664,0,8.7
2025-04-22,12.280000000000001,10.8,13.8,0.59,0,5,4.783333333333333,2.2,7.7
2025-04-23,12.530000000000001,11,14.5,8,0,23.6,5.7,0.9,11.5
2025-04-24,11.34,10.1,13,5.42,0,21,1.8499999999999999,0,8
2025-04-25,10.68,9.5,12.3,0.5599999999999999,0,3.4,3.6,0,6.9
2025-04-28,13.7,12.3,15.7,0,0,0,13.540000000000001,12.3,14
2025-04-29,15.29,13.6,17.5,0,0,0,13.540000000000001,12.5,14
2025-04-30,16.52,13.8,18.9,0,0,0,13.2,10.8,14.1
2025-05-02,19.2,15.7,20.9,0.43000000000000005,0,2.2,11.44,6.3,13.8
2025-05-05,9.12,7.1,11.2,1.44,0,14.4,4.62,0,8.6
2025-05-06,9.82,8.3,11.8,0,0,0,7.92,0,13.9
2025-05-07,11,9.9,12.4,0.02,0,0.2,5.28,2.8,9.3
2025-05-08,11.14,8.8,12.6,0,0,0,6.9,0.7,10.8
2025-05-09,11.81,9.8,13.5,0,0,0,12.82,10.2,14.3
2025-05-12,14.51,11.5,18.1,0,0,0,14.44,13.7,14.7
2025-05-13,14.57,12.7,16.6,0,0,0,14.55,14.1,14.8
2025-05-14,15.12,12.3,17.7,0,0,0,13.6,12.5,14.6
2025-05-15,12.84,10.6,14.9,0.14,0,1.3,10.466666666666667,5.8,14.3
2025-05-16,12.06,10.6,14.4,1.14,0,11,9.133333333333333,5.4,13.5
2025-05-19,14.22,11.5,15.6,0,0,0,9.133333333333333,0,14.5
2025-05-20,16.18,15.1,17.6,0,0,0,12.033333333333333,9.2,14
2025-05-21,15.04,12.4,17.7,1.21,0,11.3,7.6,3.1,10.7
2025-05-22,11.120000000000001,8.3,13.5,1.3900000000000001,0,6.9,5.033333333333333,0.1,9.3
2025-05-23,9.74,8.8,11,0.5599999999999999,0,2,8.266666666666666,4.6,12
2025-05-26,14.92,13.1,16.2,1.04,0,4.3,6.833333333333333,3,9.5
2025-05-27,15.299999999999999,14.1,16.9,4.859999999999999,0.3,11.7,3.1333333333333333,0.4,8.1
2025-05-28,14.98,14.1,16,6.03,0.1,19,2.2333333333333334,0.3,4.7
2025-05-30,19.61,17.4,21.9,0,0,0,8.85,3.6,13.5
2025-06-02,16.7,14.2,18.2,3.92,0,18.9,4.674833333333333,0.733,7.983
2025-06-03,18.09,16.1,19.4,0.98,0,8.2,9.922166666666667,5.717,12.65
2025-06-04,18.2,16.7,20.6,3.84,0,12.9,4.752833333333333,3.3,9.117
2025-06-05,16.71,14.9,19.1,4.06,0,8.9,3.1361666666666665,0.267,5.783
2025-06-06,17.39,15.2,19.9,2.86,0,7.6,4.05,1.817,6.75
2025-06-10,16.02,13.5,18.7,1.45,0,4.8,4.541666666666667,0.317,11.75
2025-06-11,16.15,13.8,18.8,0,0,0,11.844333333333333,5.45,14.65
2025-06-12,18.83,16.3,21,0,0,0,15.297166666666666,14.75,15.85
2025-06-13,21.99,18.6,25.9,0,0,0,15.311166666666667,14.467,15.75
2025-06-16,17.99,16.8,19.6,0.02,0,0.1,7.157,3.767,9.217
2025-06-17,19.48,18.6,21.1,0,0,0,14.2098,13.3,14.733
2025-06-18,20.71,17.9,22.6,0,0,0,13.76,11.017,15.317
2025-06-19,19.43,15.2,22.7,0,0,0,14.17,10.8,15.433
2025-06-20,18.88,15.6,21.3,0,0,0,14.6736,13.367,15.617
2025-06-21,21.29,20,22.6,0,0,0,15.4832,15.217,15.75
2025-06-23,20.94,16.3,24.2,1.91,0,10.2,6.6534,4.233,8.467
2025-06-24,19.69,16.3,23.4,1.98,0,9.1,8.4468,0.367,14.367
2025-06-25,23,18.1,25.8,2.02,0,13.4,10.516666666666666,4.517,15.167
2025-06-26,21.990000000000002,18,24.5,5.140000000000001,0,22.1,5.586333333333333,1.917,11.067
2025-06-27,19.59,17.1,21.8,1.09,0,2.4,4.019333333333333,2.783,6.45
2025-06-30,23.18,18.3,26.7,0,0,0,15.541666666666668,15.167,16.033
2025-07-01,25.87,23.8,28.4,0.04,0,0.4,15.0195,13.267,15.933
2025-07-02,27.32,25.4,29.2,3.088888888888889,0,9.9,12.708333333333334,9.633,15.25
2025-07-03,20.599999999999998,17,23.4,1.08,0,9.8,7.7026666666666666,4.533,12
2025-07-04,19.599999999999998,16.9,22.3,0,0,0,11.664,7.533,14.167
2025-07-07,16.99,14.8,19,7.377777777777777,0.2,13.5,2.500166666666667,0.533,4.017
2025-07-08,15.26,13.1,17.4,1.83,0,7.7,2.5553333333333335,1.133,4.933
2025-07-09,16.63,15,17.7,0.13,0,0.8,5.983333333333333,0.667,11.733
2025-07-10,18.15,17.1,20.3,1.03,0,7.3,7.983333333333333,5.5,12.767
2025-07-11,18.39,16.7,19.7,2.3000000000000003,0,9.3,7.472333333333333,4.45,12.267
2025-07-14,20.15,18.9,21.9,3.56,0,12.3,7.041666666666667,2.883,11.517
2025-07-15,19.21,17,21,2.88,0,7.1,6.052666666666667,3.2,9.567
2025-07-16,17.05,16.1,18.2,6.76,0.5,17,3.624833333333333,1.033,7.2
2025-07-17,17.7,16.5,19.9,3.37,0,14.5,3.7945,0.017,7.7
2025-07-18,20.29,18.8,21.6,1.55,0,15.4,7.949999999999999,3.333,13.667
2025-07-21,19.18,18.1,20.3,6.909999999999999,0,22.9,2.528,0.117,4.2
2025-07-22,18.29,17.5,19.6,5.2700000000000005,0,27.5,4.577833333333333,0,11.8
2025-07-23,19.23,17.5,20.1,3.02,0,19.1,5.777666666666667,0,9.65
2025-07-24,18.85,16.7,19.7,2.25,0,7,2.2415,0.183,5.933
2025-07-25,19.2,17.7,20.6,2.67,0,12.1,4.474833333333334,0,10.6
2025-07-28,17.3,15.2,19.8,1.11,0,3.2,3.475,0.167,7.35
2025-07-29,16.64,15.1,17.6,3.75,0,12.6,4.791666666666666,2.333,7.35
